"date","cHeader","n"
2021-07-23,2022-01-07,11
2021-07-24,2022-01-07,15
2021-07-25,2022-01-07,10
2021-07-26,2022-01-07,13
2021-07-27,2022-01-07,18
2021-07-28,2022-01-07,14
2021-07-29,2022-01-07,15
2021-07-30,2022-01-07,23
2021-07-31,2022-01-07,28
2021-08-01,2022-01-07,25
2021-08-02,2022-01-07,13
2021-08-03,2022-01-07,15
2021-08-04,2022-01-07,20
2021-08-05,2022-01-07,23
2021-08-06,2022-01-07,29
2021-08-07,2022-01-07,13
2021-08-08,2022-01-07,15
2021-08-09,2022-01-07,24
2021-08-10,2022-01-07,26
2021-08-11,2022-01-07,25
2021-08-12,2022-01-07,23
2021-08-13,2022-01-07,35
2021-08-14,2022-01-07,28
2021-08-15,2022-01-07,22
2021-08-16,2022-01-07,23
2021-08-17,2022-01-07,23
2021-08-18,2022-01-07,23
2021-08-19,2022-01-07,30
2021-08-20,2022-01-07,41
2021-08-21,2022-01-07,31
2021-08-22,2022-01-07,33
2021-08-23,2022-01-07,29
2021-08-24,2022-01-07,43
2021-08-25,2022-01-07,21
2021-08-26,2022-01-07,31
2021-08-27,2022-01-07,36
2021-08-28,2022-01-07,35
2021-08-29,2022-01-07,35
2021-08-30,2022-01-07,50
2021-08-31,2022-01-07,26
2021-09-01,2022-01-07,49
2021-09-02,2022-01-07,42
2021-09-03,2022-01-07,41
2021-09-04,2022-01-07,47
2021-09-05,2022-01-07,43
2021-09-06,2022-01-07,38
2021-09-07,2022-01-07,41
2021-09-08,2022-01-07,42
2021-09-09,2022-01-07,48
2021-09-10,2022-01-07,39
2021-09-11,2022-01-07,45
2021-09-12,2022-01-07,40
2021-09-13,2022-01-07,46
2021-09-14,2022-01-07,43
2021-09-15,2022-01-07,37
2021-09-16,2022-01-07,41
2021-09-17,2022-01-07,40
2021-09-18,2022-01-07,38
2021-09-19,2022-01-07,56
2021-09-20,2022-01-07,40
2021-09-21,2022-01-07,46
2021-09-22,2022-01-07,43
2021-09-23,2022-01-07,50
2021-09-24,2022-01-07,39
2021-09-25,2022-01-07,34
2021-09-26,2022-01-07,36
2021-09-27,2022-01-07,38
2021-09-28,2022-01-07,43
2021-09-29,2022-01-07,55
2021-09-30,2022-01-07,27
2021-10-01,2022-01-07,43
2021-10-02,2022-01-07,36
2021-10-03,2022-01-07,50
2021-10-04,2022-01-07,33
2021-10-05,2022-01-07,30
2021-10-06,2022-01-07,37
2021-10-07,2022-01-07,33
2021-10-08,2022-01-07,38
2021-10-09,2022-01-07,33
2021-10-10,2022-01-07,46
2021-10-11,2022-01-07,41
2021-10-12,2022-01-07,34
2021-10-13,2022-01-07,47
2021-10-14,2022-01-07,38
2021-10-15,2022-01-07,37
2021-10-16,2022-01-07,40
2021-10-17,2022-01-07,31
2021-10-18,2022-01-07,39
2021-10-19,2022-01-07,31
2021-10-20,2022-01-07,30
2021-10-21,2022-01-07,30
2021-10-22,2022-01-07,42
2021-10-23,2022-01-07,33
2021-10-24,2022-01-07,40
2021-10-25,2022-01-07,28
2021-10-26,2022-01-07,41
2021-10-27,2022-01-07,38
2021-10-28,2022-01-07,33
2021-10-29,2022-01-07,44
2021-10-30,2022-01-07,61
2021-10-31,2022-01-07,31
2021-11-01,2022-01-07,33
2021-11-02,2022-01-07,41
2021-11-03,2022-01-07,33
2021-11-04,2022-01-07,47
2021-11-05,2022-01-07,38
2021-11-06,2022-01-07,41
2021-11-07,2022-01-07,49
2021-11-08,2022-01-07,46
2021-11-09,2022-01-07,48
2021-11-10,2022-01-07,56
2021-11-11,2022-01-07,45
2021-11-12,2022-01-07,59
2021-11-13,2022-01-07,37
2021-11-14,2022-01-07,49
2021-11-15,2022-01-07,52
2021-11-16,2022-01-07,52
2021-11-17,2022-01-07,49
2021-11-18,2022-01-07,54
2021-11-19,2022-01-07,47
2021-11-20,2022-01-07,67
2021-11-21,2022-01-07,55
2021-11-22,2022-01-07,54
2021-11-23,2022-01-07,61
2021-11-24,2022-01-07,62
2021-11-25,2022-01-07,52
2021-11-26,2022-01-07,70
2021-11-27,2022-01-07,77
2021-11-28,2022-01-07,56
2021-11-29,2022-01-07,62
2021-11-30,2022-01-07,64
2021-12-01,2022-01-07,67
2021-12-02,2022-01-07,60
2021-12-03,2022-01-07,67
2021-12-04,2022-01-07,62
2021-12-05,2022-01-07,53
2021-12-06,2022-01-07,57
2021-12-07,2022-01-07,81
2021-12-08,2022-01-07,76
2021-12-09,2022-01-07,61
2021-12-10,2022-01-07,74
2021-12-11,2022-01-07,78
2021-12-12,2022-01-07,68
2021-12-13,2022-01-07,46
2021-12-14,2022-01-07,62
2021-12-15,2022-01-07,52
2021-12-16,2022-01-07,49
2021-12-17,2022-01-07,65
2021-12-18,2022-01-07,49
2021-12-19,2022-01-07,39
2021-12-20,2022-01-07,62
2021-12-21,2022-01-07,50
2021-12-22,2022-01-07,52
2021-12-23,2022-01-07,34
2021-12-24,2022-01-07,30
2021-12-25,2022-01-07,29
2021-12-26,2022-01-07,23
2021-12-27,2022-01-07,11
2021-12-28,2022-01-07,4
2021-12-29,2022-01-07,10
2021-12-30,2022-01-07,2
2021-12-31,2022-01-07,3
2022-01-01,2022-01-07,2
2022-01-02,2022-01-07,5
2022-01-03,2022-01-07,2
2022-01-04,2022-01-07,1
2020-03-17,2022-01-08,1
2020-03-19,2022-01-08,2
2020-03-20,2022-01-08,2
2020-03-21,2022-01-08,1
2020-03-22,2022-01-08,1
2020-03-23,2022-01-08,5
2020-03-24,2022-01-08,2
2020-03-25,2022-01-08,4
2020-03-26,2022-01-08,7
2020-03-27,2022-01-08,7
2020-03-28,2022-01-08,6
2020-03-29,2022-01-08,6
2020-03-30,2022-01-08,7
2020-03-31,2022-01-08,13
2020-04-01,2022-01-08,10
2020-04-02,2022-01-08,6
2020-04-03,2022-01-08,11
2020-04-04,2022-01-08,8
2020-04-05,2022-01-08,11
2020-04-06,2022-01-08,12
2020-04-07,2022-01-08,15
2020-04-08,2022-01-08,10
2020-04-09,2022-01-08,13
2020-04-10,2022-01-08,15
2020-04-11,2022-01-08,21
2020-04-12,2022-01-08,18
2020-04-13,2022-01-08,14
2020-04-14,2022-01-08,18
2020-04-15,2022-01-08,14
2020-04-16,2022-01-08,16
2020-04-17,2022-01-08,15
2020-04-18,2022-01-08,15
2020-04-19,2022-01-08,21
2020-04-20,2022-01-08,24
2020-04-21,2022-01-08,13
2020-04-22,2022-01-08,14
2020-04-23,2022-01-08,23
2020-04-24,2022-01-08,12
2020-04-25,2022-01-08,14
2020-04-26,2022-01-08,14
2020-04-27,2022-01-08,21
2020-04-28,2022-01-08,14
2020-04-29,2022-01-08,18
2020-04-30,2022-01-08,28
2020-05-01,2022-01-08,17
2020-05-02,2022-01-08,13
2020-05-03,2022-01-08,25
2020-05-04,2022-01-08,18
2020-05-05,2022-01-08,22
2020-05-06,2022-01-08,20
2020-05-07,2022-01-08,26
2020-05-08,2022-01-08,24
2020-05-09,2022-01-08,10
2020-05-10,2022-01-08,19
2020-05-11,2022-01-08,15
2020-05-12,2022-01-08,14
2020-05-13,2022-01-08,24
2020-05-14,2022-01-08,21
2020-05-15,2022-01-08,20
2020-05-16,2022-01-08,23
2020-05-17,2022-01-08,20
2020-05-18,2022-01-08,14
2020-05-19,2022-01-08,18
2020-05-20,2022-01-08,12
2020-05-21,2022-01-08,15
2020-05-22,2022-01-08,18
2020-05-23,2022-01-08,22
2020-05-24,2022-01-08,15
2020-05-25,2022-01-08,18
2020-05-26,2022-01-08,22
2020-05-27,2022-01-08,19
2020-05-28,2022-01-08,31
2020-05-29,2022-01-08,17
2020-05-30,2022-01-08,17
2020-05-31,2022-01-08,25
2020-06-01,2022-01-08,11
2020-06-02,2022-01-08,23
2020-06-03,2022-01-08,28
2020-06-04,2022-01-08,15
2020-06-05,2022-01-08,21
2020-06-06,2022-01-08,27
2020-06-07,2022-01-08,29
2020-06-08,2022-01-08,23
2020-06-09,2022-01-08,26
2020-06-10,2022-01-08,22
2020-06-11,2022-01-08,26
2020-06-12,2022-01-08,34
2020-06-13,2022-01-08,34
2020-06-14,2022-01-08,35
2020-06-15,2022-01-08,34
2020-06-16,2022-01-08,33
2020-06-17,2022-01-08,28
2020-06-18,2022-01-08,26
2020-06-19,2022-01-08,43
2020-06-20,2022-01-08,33
2020-06-21,2022-01-08,36
2020-06-22,2022-01-08,21
2020-06-23,2022-01-08,45
2020-06-24,2022-01-08,36
2020-06-25,2022-01-08,56
2020-06-26,2022-01-08,42
2020-06-27,2022-01-08,53
2020-06-28,2022-01-08,49
2020-06-29,2022-01-08,55
2020-06-30,2022-01-08,65
2020-07-01,2022-01-08,63
2020-07-02,2022-01-08,67
2020-07-03,2022-01-08,68
2020-07-04,2022-01-08,77
2020-07-05,2022-01-08,71
2020-07-06,2022-01-08,89
2020-07-07,2022-01-08,85
2020-07-08,2022-01-08,87
2020-07-09,2022-01-08,86
2020-07-10,2022-01-08,85
2020-07-11,2022-01-08,68
2020-07-12,2022-01-08,66
2020-07-13,2022-01-08,80
2020-07-14,2022-01-08,79
2020-07-15,2022-01-08,97
2020-07-16,2022-01-08,99
2020-07-17,2022-01-08,104
2020-07-18,2022-01-08,76
2020-07-19,2022-01-08,80
2020-07-20,2022-01-08,77
2020-07-21,2022-01-08,71
2020-07-22,2022-01-08,75
2020-07-23,2022-01-08,80
2020-07-24,2022-01-08,69
2020-07-25,2022-01-08,66
2020-07-26,2022-01-08,56
2020-07-27,2022-01-08,71
2020-07-28,2022-01-08,76
2020-07-29,2022-01-08,56
2020-07-30,2022-01-08,66
2020-07-31,2022-01-08,50
2020-08-01,2022-01-08,62
2020-08-02,2022-01-08,60
2020-08-03,2022-01-08,35
2020-08-04,2022-01-08,57
2020-08-05,2022-01-08,53
2020-08-06,2022-01-08,54
2020-08-07,2022-01-08,52
2020-08-08,2022-01-08,37
2020-08-09,2022-01-08,33
2020-08-10,2022-01-08,46
2020-08-11,2022-01-08,44
2020-08-12,2022-01-08,41
2020-08-13,2022-01-08,49
2020-08-14,2022-01-08,32
2020-08-15,2022-01-08,30
2020-08-16,2022-01-08,35
2020-08-17,2022-01-08,29
2020-08-18,2022-01-08,32
2020-08-19,2022-01-08,17
2020-08-20,2022-01-08,23
2020-08-21,2022-01-08,35
2020-08-22,2022-01-08,21
2020-08-23,2022-01-08,17
2020-08-24,2022-01-08,23
2020-08-25,2022-01-08,20
2020-08-26,2022-01-08,29
2020-08-27,2022-01-08,25
2020-08-28,2022-01-08,25
2020-08-29,2022-01-08,19
2020-08-30,2022-01-08,11
2020-08-31,2022-01-08,22
2020-09-01,2022-01-08,18
2020-09-02,2022-01-08,13
2020-09-03,2022-01-08,15
2020-09-04,2022-01-08,26
2020-09-05,2022-01-08,16
2020-09-06,2022-01-08,10
2020-09-07,2022-01-08,8
2020-09-08,2022-01-08,14
2020-09-09,2022-01-08,11
2020-09-10,2022-01-08,14
2020-09-11,2022-01-08,12
2020-09-12,2022-01-08,13
2020-09-13,2022-01-08,10
2020-09-14,2022-01-08,18
2020-09-15,2022-01-08,11
2020-09-16,2022-01-08,14
2020-09-17,2022-01-08,10
2020-09-18,2022-01-08,7
2020-09-19,2022-01-08,8
2020-09-20,2022-01-08,9
2020-09-21,2022-01-08,14
2020-09-22,2022-01-08,16
2020-09-23,2022-01-08,12
2020-09-24,2022-01-08,9
2020-09-25,2022-01-08,13
2020-09-26,2022-01-08,4
2020-09-27,2022-01-08,9
2020-09-28,2022-01-08,7
2020-09-29,2022-01-08,5
2020-09-30,2022-01-08,6
2020-10-01,2022-01-08,4
2020-10-02,2022-01-08,5
2020-10-03,2022-01-08,10
2020-10-04,2022-01-08,8
2020-10-05,2022-01-08,7
2020-10-06,2022-01-08,13
2020-10-07,2022-01-08,8
2020-10-08,2022-01-08,12
2020-10-09,2022-01-08,9
2020-10-10,2022-01-08,11
2020-10-11,2022-01-08,5
2020-10-12,2022-01-08,11
2020-10-13,2022-01-08,6
2020-10-14,2022-01-08,10
2020-10-15,2022-01-08,9
2020-10-16,2022-01-08,10
2020-10-17,2022-01-08,8
2020-10-18,2022-01-08,8
2020-10-19,2022-01-08,8
2020-10-20,2022-01-08,16
2020-10-21,2022-01-08,8
2020-10-22,2022-01-08,6
2020-10-23,2022-01-08,14
2020-10-24,2022-01-08,14
2020-10-25,2022-01-08,9
2020-10-26,2022-01-08,13
2020-10-27,2022-01-08,16
2020-10-28,2022-01-08,12
2020-10-29,2022-01-08,16
2020-10-30,2022-01-08,20
2020-10-31,2022-01-08,13
2020-11-01,2022-01-08,16
2020-11-02,2022-01-08,19
2020-11-03,2022-01-08,20
2020-11-04,2022-01-08,21
2020-11-05,2022-01-08,23
2020-11-06,2022-01-08,22
2020-11-07,2022-01-08,20
2020-11-08,2022-01-08,19
2020-11-09,2022-01-08,16
2020-11-10,2022-01-08,19
2020-11-11,2022-01-08,22
2020-11-12,2022-01-08,22
2020-11-13,2022-01-08,19
2020-11-14,2022-01-08,26
2020-11-15,2022-01-08,29
2020-11-16,2022-01-08,31
2020-11-17,2022-01-08,42
2020-11-18,2022-01-08,23
2020-11-19,2022-01-08,31
2020-11-20,2022-01-08,32
2020-11-21,2022-01-08,41
2020-11-22,2022-01-08,44
2020-11-23,2022-01-08,44
2020-11-24,2022-01-08,58
2020-11-25,2022-01-08,48
2020-11-26,2022-01-08,43
2020-11-27,2022-01-08,43
2020-11-28,2022-01-08,50
2020-11-29,2022-01-08,60
2020-11-30,2022-01-08,52
2020-12-01,2022-01-08,62
2020-12-02,2022-01-08,56
2020-12-03,2022-01-08,61
2020-12-04,2022-01-08,74
2020-12-05,2022-01-08,91
2020-12-06,2022-01-08,69
2020-12-07,2022-01-08,90
2020-12-08,2022-01-08,83
2020-12-09,2022-01-08,96
2020-12-10,2022-01-08,113
2020-12-11,2022-01-08,93
2020-12-12,2022-01-08,85
2020-12-13,2022-01-08,80
2020-12-14,2022-01-08,116
2020-12-15,2022-01-08,94
2020-12-16,2022-01-08,100
2020-12-17,2022-01-08,134
2020-12-18,2022-01-08,129
2020-12-19,2022-01-08,125
2020-12-20,2022-01-08,122
2020-12-21,2022-01-08,125
2020-12-22,2022-01-08,131
2020-12-23,2022-01-08,120
2020-12-24,2022-01-08,115
2020-12-25,2022-01-08,105
2020-12-26,2022-01-08,117
2020-12-27,2022-01-08,129
2020-12-28,2022-01-08,130
2020-12-29,2022-01-08,121
2020-12-30,2022-01-08,126
2020-12-31,2022-01-08,145
2021-01-01,2022-01-08,131
2021-01-02,2022-01-08,138
2021-01-03,2022-01-08,144
2021-01-04,2022-01-08,141
2021-01-05,2022-01-08,158
2021-01-06,2022-01-08,128
2021-01-07,2022-01-08,144
2021-01-08,2022-01-08,146
2021-01-09,2022-01-08,157
2021-01-10,2022-01-08,153
2021-01-11,2022-01-08,153
2021-01-12,2022-01-08,147
2021-01-13,2022-01-08,171
2021-01-14,2022-01-08,156
2021-01-15,2022-01-08,151
2021-01-16,2022-01-08,136
2021-01-17,2022-01-08,157
2021-01-18,2022-01-08,176
2021-01-19,2022-01-08,144
2021-01-20,2022-01-08,143
2021-01-21,2022-01-08,134
2021-01-22,2022-01-08,131
2021-01-23,2022-01-08,144
2021-01-24,2022-01-08,128
2021-01-25,2022-01-08,110
2021-01-26,2022-01-08,133
2021-01-27,2022-01-08,125
2021-01-28,2022-01-08,120
2021-01-29,2022-01-08,102
2021-01-30,2022-01-08,126
2021-01-31,2022-01-08,114
2021-02-01,2022-01-08,100
2021-02-02,2022-01-08,117
2021-02-03,2022-01-08,119
2021-02-04,2022-01-08,95
2021-02-05,2022-01-08,83
2021-02-06,2022-01-08,90
2021-02-07,2022-01-08,97
2021-02-08,2022-01-08,84
2021-02-09,2022-01-08,93
2021-02-10,2022-01-08,78
2021-02-11,2022-01-08,73
2021-02-12,2022-01-08,74
2021-02-13,2022-01-08,65
2021-02-14,2022-01-08,68
2021-02-15,2022-01-08,61
2021-02-16,2022-01-08,55
2021-02-17,2022-01-08,45
2021-02-18,2022-01-08,55
2021-02-19,2022-01-08,53
2021-02-20,2022-01-08,41
2021-02-21,2022-01-08,42
2021-02-22,2022-01-08,37
2021-02-23,2022-01-08,33
2021-02-24,2022-01-08,39
2021-02-25,2022-01-08,37
2021-02-26,2022-01-08,41
2021-02-27,2022-01-08,34
2021-02-28,2022-01-08,30
2021-03-01,2022-01-08,33
2021-03-02,2022-01-08,34
2021-03-03,2022-01-08,36
2021-03-04,2022-01-08,33
2021-03-05,2022-01-08,26
2021-03-06,2022-01-08,27
2021-03-07,2022-01-08,30
2021-03-08,2022-01-08,24
2021-03-09,2022-01-08,25
2021-03-10,2022-01-08,20
2021-03-11,2022-01-08,21
2021-03-12,2022-01-08,22
2021-03-13,2022-01-08,26
2021-03-14,2022-01-08,22
2021-03-15,2022-01-08,21
2021-03-16,2022-01-08,24
2021-03-17,2022-01-08,18
2021-03-18,2022-01-08,25
2021-03-19,2022-01-08,15
2021-03-20,2022-01-08,19
2021-03-21,2022-01-08,12
2021-03-22,2022-01-08,10
2021-03-23,2022-01-08,12
2021-03-24,2022-01-08,7
2021-03-25,2022-01-08,16
2021-03-26,2022-01-08,13
2021-03-27,2022-01-08,12
2021-03-28,2022-01-08,9
2021-03-29,2022-01-08,11
2021-03-30,2022-01-08,9
2021-03-31,2022-01-08,8
2021-04-01,2022-01-08,6
2021-04-02,2022-01-08,12
2021-04-03,2022-01-08,7
2021-04-04,2022-01-08,9
2021-04-05,2022-01-08,6
2021-04-06,2022-01-08,12
2021-04-07,2022-01-08,6
2021-04-08,2022-01-08,14
2021-04-09,2022-01-08,13
2021-04-10,2022-01-08,15
2021-04-11,2022-01-08,9
2021-04-12,2022-01-08,13
2021-04-13,2022-01-08,17
2021-04-14,2022-01-08,10
2021-04-15,2022-01-08,6
2021-04-16,2022-01-08,7
2021-04-17,2022-01-08,11
2021-04-18,2022-01-08,4
2021-04-19,2022-01-08,12
2021-04-20,2022-01-08,7
2021-04-21,2022-01-08,5
2021-04-22,2022-01-08,8
2021-04-23,2022-01-08,10
2021-04-24,2022-01-08,2
2021-04-25,2022-01-08,11
2021-04-26,2022-01-08,7
2021-04-27,2022-01-08,11
2021-04-28,2022-01-08,9
2021-04-29,2022-01-08,6
2021-04-30,2022-01-08,5
2021-05-01,2022-01-08,7
2021-05-02,2022-01-08,13
2021-05-03,2022-01-08,14
2021-05-04,2022-01-08,10
2021-05-05,2022-01-08,7
2021-05-06,2022-01-08,10
2021-05-07,2022-01-08,7
2021-05-08,2022-01-08,12
2021-05-09,2022-01-08,6
2021-05-10,2022-01-08,10
2021-05-11,2022-01-08,12
2021-05-12,2022-01-08,12
2021-05-13,2022-01-08,14
2021-05-14,2022-01-08,7
2021-05-15,2022-01-08,6
2021-05-16,2022-01-08,13
2021-05-17,2022-01-08,8
2021-05-18,2022-01-08,9
2021-05-19,2022-01-08,12
2021-05-20,2022-01-08,6
2021-05-21,2022-01-08,8
2021-05-22,2022-01-08,6
2021-05-23,2022-01-08,8
2021-05-24,2022-01-08,4
2021-05-25,2022-01-08,5
2021-05-26,2022-01-08,6
2021-05-27,2022-01-08,10
2021-05-28,2022-01-08,6
2021-05-29,2022-01-08,12
2021-05-30,2022-01-08,9
2021-05-31,2022-01-08,5
2021-06-01,2022-01-08,11
2021-06-02,2022-01-08,3
2021-06-03,2022-01-08,8
2021-06-04,2022-01-08,2
2021-06-05,2022-01-08,4
2021-06-06,2022-01-08,5
2021-06-07,2022-01-08,1
2021-06-08,2022-01-08,7
2021-06-09,2022-01-08,6
2021-06-10,2022-01-08,2
2021-06-11,2022-01-08,7
2021-06-12,2022-01-08,8
2021-06-13,2022-01-08,8
2021-06-14,2022-01-08,5
2021-06-15,2022-01-08,5
2021-06-16,2022-01-08,9
2021-06-17,2022-01-08,7
2021-06-18,2022-01-08,7
2021-06-19,2022-01-08,7
2021-06-20,2022-01-08,3
2021-06-21,2022-01-08,7
2021-06-22,2022-01-08,3
2021-06-23,2022-01-08,8
2021-06-24,2022-01-08,6
2021-06-25,2022-01-08,12
2021-06-26,2022-01-08,10
2021-06-27,2022-01-08,15
2021-06-28,2022-01-08,7
2021-06-29,2022-01-08,10
2021-06-30,2022-01-08,3
2021-07-01,2022-01-08,5
2021-07-02,2022-01-08,5
2021-07-03,2022-01-08,8
2021-07-04,2022-01-08,3
2021-07-05,2022-01-08,10
2021-07-06,2022-01-08,3
2021-07-07,2022-01-08,10
2021-07-08,2022-01-08,12
2021-07-09,2022-01-08,2
2021-07-10,2022-01-08,7
2021-07-11,2022-01-08,8
2021-07-12,2022-01-08,12
2021-07-13,2022-01-08,6
2021-07-14,2022-01-08,6
2021-07-15,2022-01-08,8
2021-07-16,2022-01-08,12
2021-07-17,2022-01-08,7
2021-07-18,2022-01-08,12
2021-07-19,2022-01-08,9
2021-07-20,2022-01-08,16
2021-07-21,2022-01-08,7
2021-07-22,2022-01-08,12
2021-07-23,2022-01-08,11
2021-07-24,2022-01-08,15
2021-07-25,2022-01-08,10
2021-07-26,2022-01-08,13
2021-07-27,2022-01-08,18
2021-07-28,2022-01-08,14
2021-07-29,2022-01-08,15
2021-07-30,2022-01-08,23
2021-07-31,2022-01-08,28
2021-08-01,2022-01-08,25
2021-08-02,2022-01-08,13
2021-08-03,2022-01-08,15
2021-08-04,2022-01-08,20
2021-08-05,2022-01-08,23
2021-08-06,2022-01-08,29
2021-08-07,2022-01-08,13
2021-08-08,2022-01-08,15
2021-08-09,2022-01-08,24
2021-08-10,2022-01-08,26
2021-08-11,2022-01-08,25
2021-08-12,2022-01-08,23
2021-08-13,2022-01-08,35
2021-08-14,2022-01-08,28
2021-08-15,2022-01-08,22
2021-08-16,2022-01-08,23
2021-08-17,2022-01-08,23
2021-08-18,2022-01-08,23
2021-08-19,2022-01-08,30
2021-08-20,2022-01-08,41
2021-08-21,2022-01-08,31
2021-08-22,2022-01-08,33
2021-08-23,2022-01-08,29
2021-08-24,2022-01-08,43
2021-08-25,2022-01-08,21
2021-08-26,2022-01-08,31
2021-08-27,2022-01-08,36
2021-08-28,2022-01-08,35
2021-08-29,2022-01-08,35
2021-08-30,2022-01-08,50
2021-08-31,2022-01-08,26
2021-09-01,2022-01-08,49
2021-09-02,2022-01-08,42
2021-09-03,2022-01-08,41
2021-09-04,2022-01-08,47
2021-09-05,2022-01-08,43
2021-09-06,2022-01-08,38
2021-09-07,2022-01-08,41
2021-09-08,2022-01-08,42
2021-09-09,2022-01-08,48
2021-09-10,2022-01-08,39
2021-09-11,2022-01-08,45
2021-09-12,2022-01-08,40
2021-09-13,2022-01-08,46
2021-09-14,2022-01-08,43
2021-09-15,2022-01-08,37
2021-09-16,2022-01-08,41
2021-09-17,2022-01-08,40
2021-09-18,2022-01-08,38
2021-09-19,2022-01-08,56
2021-09-20,2022-01-08,40
2021-09-21,2022-01-08,46
2021-09-22,2022-01-08,43
2021-09-23,2022-01-08,50
2021-09-24,2022-01-08,39
2021-09-25,2022-01-08,34
2021-09-26,2022-01-08,36
2021-09-27,2022-01-08,38
2021-09-28,2022-01-08,43
2021-09-29,2022-01-08,55
2021-09-30,2022-01-08,27
2021-10-01,2022-01-08,43
2021-10-02,2022-01-08,36
2021-10-03,2022-01-08,50
2021-10-04,2022-01-08,33
2021-10-05,2022-01-08,30
2021-10-06,2022-01-08,37
2021-10-07,2022-01-08,33
2021-10-08,2022-01-08,38
2021-10-09,2022-01-08,33
2021-10-10,2022-01-08,46
2021-10-11,2022-01-08,41
2021-10-12,2022-01-08,34
2021-10-13,2022-01-08,47
2021-10-14,2022-01-08,38
2021-10-15,2022-01-08,37
2021-10-16,2022-01-08,40
2021-10-17,2022-01-08,31
2021-10-18,2022-01-08,39
2021-10-19,2022-01-08,31
2021-10-20,2022-01-08,30
2021-10-21,2022-01-08,30
2021-10-22,2022-01-08,42
2021-10-23,2022-01-08,33
2021-10-24,2022-01-08,40
2021-10-25,2022-01-08,28
2021-10-26,2022-01-08,41
2021-10-27,2022-01-08,38
2021-10-28,2022-01-08,33
2021-10-29,2022-01-08,44
2021-10-30,2022-01-08,61
2021-10-31,2022-01-08,31
2021-11-01,2022-01-08,33
2021-11-02,2022-01-08,41
2021-11-03,2022-01-08,33
2021-11-04,2022-01-08,47
2021-11-05,2022-01-08,38
2021-11-06,2022-01-08,41
2021-11-07,2022-01-08,49
2021-11-08,2022-01-08,46
2021-11-09,2022-01-08,48
2021-11-10,2022-01-08,56
2021-11-11,2022-01-08,45
2021-11-12,2022-01-08,59
2021-11-13,2022-01-08,37
2021-11-14,2022-01-08,49
2021-11-15,2022-01-08,52
2021-11-16,2022-01-08,52
2021-11-17,2022-01-08,49
2021-11-18,2022-01-08,54
2021-11-19,2022-01-08,47
2021-11-20,2022-01-08,67
2021-11-21,2022-01-08,55
2021-11-22,2022-01-08,54
2021-11-23,2022-01-08,61
2021-11-24,2022-01-08,62
2021-11-25,2022-01-08,52
2021-11-26,2022-01-08,71
2021-11-27,2022-01-08,77
2021-11-28,2022-01-08,56
2021-11-29,2022-01-08,62
2021-11-30,2022-01-08,64
2021-12-01,2022-01-08,67
2021-12-02,2022-01-08,61
2021-12-03,2022-01-08,67
2021-12-04,2022-01-08,62
2021-12-05,2022-01-08,53
2021-12-06,2022-01-08,57
2021-12-07,2022-01-08,81
2021-12-08,2022-01-08,77
2021-12-09,2022-01-08,62
2021-12-10,2022-01-08,75
2021-12-11,2022-01-08,78
2021-12-12,2022-01-08,70
2021-12-13,2022-01-08,47
2021-12-14,2022-01-08,64
2021-12-15,2022-01-08,52
2021-12-16,2022-01-08,52
2021-12-17,2022-01-08,67
2021-12-18,2022-01-08,52
2021-12-19,2022-01-08,39
2021-12-20,2022-01-08,67
2021-12-21,2022-01-08,52
2021-12-22,2022-01-08,59
2021-12-23,2022-01-08,37
2021-12-24,2022-01-08,33
2021-12-25,2022-01-08,35
2021-12-26,2022-01-08,35
2021-12-27,2022-01-08,15
2021-12-28,2022-01-08,16
2021-12-29,2022-01-08,13
2021-12-30,2022-01-08,8
2021-12-31,2022-01-08,4
2022-01-01,2022-01-08,3
2022-01-02,2022-01-08,5
2022-01-03,2022-01-08,3
2022-01-04,2022-01-08,1
2022-01-05,2022-01-08,3
2022-01-06,2022-01-08,1
2020-03-17,2022-01-09,1
2020-03-19,2022-01-09,2
2020-03-20,2022-01-09,2
2020-03-21,2022-01-09,1
2020-03-22,2022-01-09,1
2020-03-23,2022-01-09,5
2020-03-24,2022-01-09,2
2020-03-25,2022-01-09,4
2020-03-26,2022-01-09,7
2020-03-27,2022-01-09,7
2020-03-28,2022-01-09,6
2020-03-29,2022-01-09,6
2020-03-30,2022-01-09,7
2020-03-31,2022-01-09,13
2020-04-01,2022-01-09,10
2020-04-02,2022-01-09,6
2020-04-03,2022-01-09,11
2020-04-04,2022-01-09,8
2020-04-05,2022-01-09,11
2020-04-06,2022-01-09,12
2020-04-07,2022-01-09,15
2020-04-08,2022-01-09,10
2020-04-09,2022-01-09,13
2020-04-10,2022-01-09,15
2020-04-11,2022-01-09,21
2020-04-12,2022-01-09,18
2020-04-13,2022-01-09,14
2020-04-14,2022-01-09,18
2020-04-15,2022-01-09,14
2020-04-16,2022-01-09,16
2020-04-17,2022-01-09,15
2020-04-18,2022-01-09,15
2020-04-19,2022-01-09,21
2020-04-20,2022-01-09,24
2020-04-21,2022-01-09,13
2020-04-22,2022-01-09,14
2020-04-23,2022-01-09,23
2020-04-24,2022-01-09,12
2020-04-25,2022-01-09,14
2020-04-26,2022-01-09,14
2020-04-27,2022-01-09,21
2020-04-28,2022-01-09,14
2020-04-29,2022-01-09,18
2020-04-30,2022-01-09,28
2020-05-01,2022-01-09,17
2020-05-02,2022-01-09,13
2020-05-03,2022-01-09,25
2020-05-04,2022-01-09,18
